,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
2163,Yorkville,43.6713861,-79.3901677,Kit and Ace,43.66966971527848,-79.3916089922172,Boutique
2164,Yorkville,43.6713861,-79.3901677,889 Yoga,43.67443501558223,-79.38848496583377,Yoga Studio
2165,Yorkville,43.6713861,-79.3901677,Ritz Caribbean Food,43.66954527049821,-79.38650615702159,Caribbean Restaurant
2166,Yorkville,43.6713861,-79.3901677,King's Palace,43.67221373713898,-79.38584300639029,Indian Restaurant
2167,Yorkville,43.6713861,-79.3901677,Jacques Bistro du Parc,43.670025314883446,-79.3920467921392,French Restaurant
2168,Yorkville,43.6713861,-79.3901677,Bar Reyna,43.67013273394129,-79.3933873115207,Restaurant
2169,Yorkville,43.6713861,-79.3901677,ROM Museum Store,43.66851433563614,-79.39487921364,Gift Shop
2170,Yorkville,43.6713861,-79.3901677,Scollard Variety and Deli,43.67166769782551,-79.39205477197565,American Restaurant
2171,Yorkville,43.6713861,-79.3901677,Toronto Hemp Company,43.668419429320515,-79.38584843598086,Smoke Shop
2172,Yorkville,43.6713861,-79.3901677,Crown & Dragon Pub,43.6735423598097,-79.38804696221102,Wings Joint
2173,Yorkville,43.6713861,-79.3901677,Sofia,43.67059161989592,-79.39184887035938,Italian Restaurant
2174,Yorkville,43.6713861,-79.3901677,Dimmi,43.670061950906884,-79.3926795545111,Italian Restaurant
2175,Yorkville,43.6713861,-79.3901677,Burberry,43.66914488355015,-79.39314134722139,Boutique
2176,Yorkville,43.6713861,-79.3901677,Windsor Arms Hotel,43.66878109726942,-79.39084999617495,Hotel
2177,Yorkville,43.6713861,-79.3901677,kate spade new york,43.67002064049072,-79.39254919646802,Women's Store
2178,Yorkville,43.6713861,-79.3901677,Aroma Espresso Bar,43.66796263749082,-79.38887274197582,Café
2179,Yorkville,43.6713861,-79.3901677,Wow! Sushi,43.668514,-79.386686,Sushi Restaurant
2180,Yorkville,43.6713861,-79.3901677,Bay Bloor Radio,43.66848745205637,-79.38895504094073,Electronics Store
2181,Yorkville,43.6713861,-79.3901677,Wish,43.66875926600152,-79.38569365317709,Restaurant
2182,Yorkville,43.6713861,-79.3901677,Yoco,43.67004063827107,-79.3921405904893,Dessert Shop
2183,Yorkville,43.6713861,-79.3901677,Gucci,43.66921870072212,-79.39278979877662,Women's Store
2184,Yorkville,43.6713861,-79.3901677,SEPHORA,43.668819,-79.392916,Cosmetics Shop
2185,Yorkville,43.6713861,-79.3901677,Morton's The Steakhouse,43.66960707884626,-79.39466579480776,Steakhouse
2186,Yorkville,43.6713861,-79.3901677,Starbucks,43.671097,-79.386063,Coffee Shop
2187,Yorkville,43.6713861,-79.3901677,7 West Cafe,43.66866503275271,-79.38682953936424,Café
2188,Yorkville,43.6713861,-79.3901677,The Good Press,43.671007863529724,-79.39174281074143,Juice Bar
2189,Yorkville,43.6713861,-79.3901677,New Yorker Deli,43.668532826917705,-79.38895475340925,Deli / Bodega
2190,Yorkville,43.6713861,-79.3901677,Satori Health & Wellness,43.67160243576992,-79.39326335176882,Spa
2191,Yorkville,43.6713861,-79.3901677,lululemon athletica,43.66968807389624,-79.3930844757461,Clothing Store
2192,Yorkville,43.6713861,-79.3901677,Naan & Kabob,43.66900468266943,-79.38621916870052,Afghan Restaurant
2193,Yorkville,43.6713861,-79.3901677,The Anndore House,43.66880060698211,-79.38541264736057,Hotel
2194,Yorkville,43.6713861,-79.3901677,Kasa Moto,43.670352020485005,-79.39275996143195,Japanese Restaurant
2195,Yorkville,43.6713861,-79.3901677,La Casa Del Habano Cigar Shop,43.670786281682574,-79.39272188293182,Smoke Shop
2196,Yorkville,43.6713861,-79.3901677,The One Eighty,43.668575406997014,-79.38821001834413,American Restaurant
2197,Yorkville,43.6713861,-79.3901677,GoodLife Fitness,43.671302,-79.384691,Gym
2198,Yorkville,43.6713861,-79.3901677,Suitsupply,43.67117331188703,-79.39298955072547,Clothing Store
2199,Yorkville,43.6713861,-79.3901677,Okonomi House お好みハウス,43.66844763699195,-79.38688420443032,Japanese Restaurant
2200,Yorkville,43.6713861,-79.3901677,Isabel Bader Theatre,43.66732927030892,-79.39260350506324,College Theater
2201,Yorkville,43.6713861,-79.3901677,"Punto Gelato, Simply Italian",43.66995452843031,-79.39260262435629,Ice Cream Shop
2202,Yorkville,43.6713861,-79.3901677,Royal Ontario Museum - ROM Governors,43.66822609094647,-79.39380136609779,Office
2203,Parkdale,43.6404954,-79.4368965,Loga's Corner,43.64047789212785,-79.43588432996042,Tibetan Restaurant
2204,Parkdale,43.6404954,-79.4368965,Tennessee Tavern,43.639971287347755,-79.4398742538202,Eastern European Restaurant
2205,Parkdale,43.6404954,-79.4368965,Skyline Restaurant,43.64095872321704,-79.43509991395402,Diner
2206,Parkdale,43.6404954,-79.4368965,Common Sort,43.641029888414444,-79.43461986817455,Thrift / Vintage Store
2207,Parkdale,43.6404954,-79.4368965,Himalayan Kitchen,43.640354,-79.43879,Tibetan Restaurant
2208,Parkdale,43.6404954,-79.4368965,The Tempered Room,43.64131496262071,-79.43314957808886,Bakery
2209,Parkdale,43.6404954,-79.4368965,Mother India,43.64071776138551,-79.4362592512312,Indian Restaurant
2210,Parkdale,43.6404954,-79.4368965,Norling,43.640236,-79.438449,Tibetan Restaurant
2211,Parkdale,43.6404954,-79.4368965,Capital Espresso And Pastries,43.64097266938929,-79.43457972642001,Café
2212,Parkdale,43.6404954,-79.4368965,kitten & the bear,43.63990916148936,-79.44048279422617,Tea Room
2213,Parkdale,43.6404954,-79.4368965,Om Restaurant,43.640337284428895,-79.43781080540346,Indian Restaurant
2214,Parkdale,43.6404954,-79.4368965,Glory Hole Doughnuts,43.63968683674093,-79.44136846209358,Donut Shop
2215,Parkdale,43.6404954,-79.4368965,Food & Liquor,43.63961783932359,-79.44181136856386,Restaurant
2216,Parkdale,43.6404954,-79.4368965,Shameful Tiki Room,43.64132629712811,-79.43320994405224,Beach Bar
2217,Parkdale,43.6404954,-79.4368965,Shangrila,43.63968830259313,-79.44154153471632,Asian Restaurant
2218,Parkdale,43.6404954,-79.4368965,Harry's Char Broil & Dining Lounge,43.63643418112938,-79.43693000959645,American Restaurant
2219,Parkdale,43.6404954,-79.4368965,Chantecler,43.641754575822084,-79.4312263660021,French Restaurant
2220,Parkdale,43.6404954,-79.4368965,LCBO,43.640910182877256,-79.43490107370239,Liquor Store
2221,Parkdale,43.6404954,-79.4368965,The Workroom,43.64154136955292,-79.43121671676634,Arts & Crafts Store
2222,Parkdale,43.6404954,-79.4368965,Pharmacy,43.638089904034146,-79.43180974511733,Bar
2223,Parkdale,43.6404954,-79.4368965,Ali's West Indian Roti Shop,43.64074485297684,-79.4359132352652,Caribbean Restaurant
2224,Parkdale,43.6404954,-79.4368965,Grand Electric,43.64171366792598,-79.43154546779928,Mexican Restaurant
2225,Parkdale,43.6404954,-79.4368965,Miss Thing's,43.64155912824447,-79.43196184684483,Hawaiian Restaurant
2226,Parkdale,43.6404954,-79.4368965,Guu Izakaya,43.641845549029775,-79.43108645308222,Japanese Restaurant
2227,Parkdale,43.6404954,-79.4368965,Himalayan Cafe,43.64035661438858,-79.4380968443537,Café
2228,Parkdale,43.6404954,-79.4368965,Parkdale,43.64052425904189,-79.43220043623116,Neighborhood
2229,Parkdale,43.6404954,-79.4368965,Coriander Girl,43.639584207742196,-79.44178396821911,Flower Shop
2230,Parkdale,43.6404954,-79.4368965,Craig's Cookies,43.63925,-79.44283,Bakery
2231,Parkdale,43.6404954,-79.4368965,Curiosa,43.64158639490549,-79.43161035434228,Gift Shop
2232,Parkdale,43.6404954,-79.4368965,Parkdale Pete's Corner Grill,43.63987814844714,-79.44083431889204,Diner
2233,Parkdale,43.6404954,-79.4368965,Glory of India,43.64069366455078,-79.43678283691406,North Indian Restaurant
2234,Parkdale,43.6404954,-79.4368965,The Well,43.64151083909134,-79.43203007772871,Chiropractor
2235,Parkdale,43.6404954,-79.4368965,Tibet Kitchen,43.640037060960765,-79.43955709340604,Restaurant
2236,Parkdale,43.6404954,-79.4368965,Duggan's Brewery,43.64155614757265,-79.43221717928108,Brewery
2237,Parkdale,43.6404954,-79.4368965,Gallery 1313,43.64118773268068,-79.43337841340815,Art Gallery
2238,Parkdale,43.6404954,-79.4368965,Parkdale Guardian Pharmacy,43.640595,-79.43762,Pharmacy
2239,Parkdale,43.6404954,-79.4368965,The Future of Frances Watson,43.64120250867021,-79.4338430400482,Boutique
2240,Parkdale,43.6404954,-79.4368965,Shopgirls Gallery Boutique,43.64162533891366,-79.43195234215757,Accessories Store
2241,Parkdale,43.6404954,-79.4368965,Rice & Noodle,43.64028335648371,-79.43835074476583,Chinese Restaurant
2242,Parkdale,43.6404954,-79.4368965,Shoppers Drug Mart,43.639899,-79.439009,Pharmacy
2243,Parkdale,43.6404954,-79.4368965,TD Canada Trust,43.64022625429727,-79.43735084963009,Bank
2244,Parkdale,43.6404954,-79.4368965,The Yukon,43.63968215753045,-79.44125460593165,Bar
2245,Parkdale,43.6404954,-79.4368965,A&W,43.64042887588472,-79.43780338766055,Fast Food Restaurant
2246,Parkdale,43.6404954,-79.4368965,Old Man Pizza,43.6401793968803,-79.43722592017951,Pizza Place
2247,Roncesvalles,43.6514426,-79.4510381,The Chocolateria,43.64992822697901,-79.45043667719423,Dessert Shop
2248,Roncesvalles,43.6514426,-79.4510381,Revue Cinema,43.65111215463428,-79.4509612383593,Movie Theater
2249,Roncesvalles,43.6514426,-79.4510381,Bandit Brewery,43.6526634604728,-79.44945153052217,Brewery
2250,Roncesvalles,43.6514426,-79.4510381,La Cubana,43.65091223991817,-79.45090936982271,Cuban Restaurant
2251,Roncesvalles,43.6514426,-79.4510381,Inter Steer,43.64979631005809,-79.45030983497107,Eastern European Restaurant
2252,Roncesvalles,43.6514426,-79.4510381,Pizzeria Defina,43.648722638277675,-79.44985455915354,Pizza Place
2253,Roncesvalles,43.6514426,-79.4510381,Reunion Island Coffee Bar,43.65046251706493,-79.45060981846792,Coffee Shop
2254,Roncesvalles,43.6514426,-79.4510381,Cider House,43.65068788125521,-79.45068513648656,Restaurant
2255,Roncesvalles,43.6514426,-79.4510381,Mabel's Bakery,43.648707235576516,-79.44992146507896,Bakery
2256,Roncesvalles,43.6514426,-79.4510381,Domani Restaurant & Wine Bar,43.649235,-79.450229,Italian Restaurant
2257,Roncesvalles,43.6514426,-79.4510381,The Westerly,43.651195234738395,-79.45091743165031,Restaurant
2258,Roncesvalles,43.6514426,-79.4510381,Barque Smokehouse,43.648056674430094,-79.4495705745465,BBQ Joint
2259,Roncesvalles,43.6514426,-79.4510381,Scout,43.65097043195477,-79.45086621885267,Gift Shop
2260,Roncesvalles,43.6514426,-79.4510381,The Dizzy Gastro Sports Pub,43.6483056117907,-79.44964625984929,Gastropub
2261,Roncesvalles,43.6514426,-79.4510381,Likely General,43.65062189632695,-79.45063525580188,Gift Shop
2262,Roncesvalles,43.6514426,-79.4510381,The Local Pub and Restaurant,43.6510171734011,-79.45091108743782,Bar
2263,Roncesvalles,43.6514426,-79.4510381,Rent Frock Repeat,43.653641347269435,-79.44790205421987,Clothing Store
2264,Roncesvalles,43.6514426,-79.4510381,Barque Butcher Bar,43.64764077822067,-79.44948581202844,Butcher
2265,Roncesvalles,43.6514426,-79.4510381,The Mercantile,43.64794843787414,-79.44956275902172,Gourmet Shop
2266,Roncesvalles,43.6514426,-79.4510381,Another Story Bookshop,43.64854385366879,-79.4498274688279,Bookstore
2267,Roncesvalles,43.6514426,-79.4510381,Sushi On Roncy,43.647862405268434,-79.44949300964225,Sushi Restaurant
2268,Roncesvalles,43.6514426,-79.4510381,Sues Thai food (vickys),43.6516944636039,-79.4511563870509,Thai Restaurant
2269,Roncesvalles,43.6514426,-79.4510381,A Good Read,43.64947021007538,-79.450339,Bookstore
2270,Roncesvalles,43.6514426,-79.4510381,Dundas Park Kitchen,43.6520540505181,-79.44799718642741,Sandwich Place
2271,Roncesvalles,43.6514426,-79.4510381,Ali Baba's,43.65357552410046,-79.4514442241528,Falafel Restaurant
2272,Roncesvalles,43.6514426,-79.4510381,Gloria Cafe,43.65324420063263,-79.45167204951947,Café
2273,Roncesvalles,43.6514426,-79.4510381,Butler's Pantry,43.65008710183049,-79.45045784621456,Breakfast Spot
2274,Roncesvalles,43.6514426,-79.4510381,Loons Pub,43.65171531224001,-79.45116361533871,Pub
2275,Roncesvalles,43.6514426,-79.4510381,Stasis Local Foods Home of Stasis Preserves,43.65325927349571,-79.45168282495494,Gourmet Shop
2276,Roncesvalles,43.6514426,-79.4510381,De La Mer,43.64777348396022,-79.4495822604021,Fish Market
2277,Roncesvalles,43.6514426,-79.4510381,LCBO,43.65528023077987,-79.45090735827861,Liquor Store
2278,Roncesvalles,43.6514426,-79.4510381,The Commoner,43.651891,-79.447972,Restaurant
2279,Roncesvalles,43.6514426,-79.4510381,Fantail,43.64918861123302,-79.45008588853764,Café
2280,Roncesvalles,43.6514426,-79.4510381,Extra Butter,43.64753717441561,-79.44946908275794,Café
2281,Roncesvalles,43.6514426,-79.4510381,Shell,43.65165191,-79.44629385,Gas Station
2282,Roncesvalles,43.6514426,-79.4510381,Round The Horn,43.64915643217412,-79.45003959338368,Sports Bar
2283,Roncesvalles,43.6514426,-79.4510381,Pho Nho,43.652054,-79.44766,Vietnamese Restaurant
2284,Roncesvalles,43.6514426,-79.4510381,Olga Korper Gallery,43.65280958425027,-79.44644853913702,Art Gallery
2285,Roncesvalles,43.6514426,-79.4510381,Columbus Parkette,43.65121695211861,-79.4458444173235,Playground
2286,Davisville,43.697936,-79.3972908,Oriole Park,43.697113532958525,-79.39929342276933,Park
2287,Davisville,43.697936,-79.3972908,Kay Gardner Beltline Trail,43.69645242120455,-79.39531322605507,Trail
2288,Davisville,43.697936,-79.3972908,The Wallace Gastropub,43.69931353346797,-79.39691946842647,Gastropub
2289,Davisville,43.697936,-79.3972908,"Mysteriously Yours, Mystery Dinner Theatre",43.701222,-79.397251,General Entertainment
2290,Davisville,43.697936,-79.3972908,Balsamico,43.70150469426698,-79.3971619446229,Italian Restaurant
2291,Davisville,43.697936,-79.3972908,Tabülè,43.700931800454605,-79.39707754696065,Middle Eastern Restaurant
2292,Davisville,43.697936,-79.3972908,Little Sister,43.70155150459908,-79.39716269656391,Indonesian Restaurant
2293,Davisville,43.697936,-79.3972908,La Salumeria,43.701254791219725,-79.39711671661385,Deli / Bodega
2294,Davisville,43.697936,-79.3972908,Starbucks,43.69846,-79.39639,Coffee Shop
2295,Davisville,43.697936,-79.3972908,Pizza Pizza,43.69896291032417,-79.39670128803847,Pizza Place
2296,Davisville,43.697936,-79.3972908,Rachel's Coffee House,43.70102127431561,-79.39702746087926,Café
2297,Davisville,43.697936,-79.3972908,Five Doors North,43.70223554183669,-79.39752587511825,Italian Restaurant
2298,Davisville,43.697936,-79.3972908,Sushi Supreme,43.70056322248802,-79.39711818948349,Sushi Restaurant
2299,Davisville,43.697936,-79.3972908,Bull & Firkin,43.69658130424788,-79.39622551354809,Pub
2300,Davisville,43.697936,-79.3972908,Echo Sushi,43.701276209959566,-79.39719155389227,Sushi Restaurant
2301,Davisville,43.697936,-79.3972908,Hasty Market,43.69828874578915,-79.39588738795761,Convenience Store
2302,Davisville,43.697936,-79.3972908,St. Louis Bar & Grill,43.70156059631898,-79.3975579053515,Bar
2303,Davisville,43.697936,-79.3972908,TD Canada Trust,43.6995479,-79.3972046,Bank
2304,Davisville,43.697936,-79.3972908,Lola Sushi,43.70190300051086,-79.39754478712398,Sushi Restaurant
2305,Davisville,43.697936,-79.3972908,Flaming Stove,43.6982734596517,-79.39583125603463,Indian Restaurant
2306,Davisville,43.697936,-79.3972908,Grano,43.701711544450895,-79.39731784785127,Italian Restaurant
2307,Davisville,43.697936,-79.3972908,Il Sogno,43.70051970377133,-79.39694414493479,Italian Restaurant
2308,Davisville,43.697936,-79.3972908,Second Cup,43.6976522124446,-79.3962939322264,Coffee Shop
2309,Davisville,43.697936,-79.3972908,Toronto Suites,43.69352383954384,-79.39656906682094,Hotel
2310,Davisville,43.697936,-79.3972908,Gelato Simply Italian,43.702080446732495,-79.39747494399498,Ice Cream Shop
2311,Davisville,43.697936,-79.3972908,Subway,43.69860176351899,-79.39698045718183,Sandwich Place
2312,Davisville,43.697936,-79.3972908,Bikkuri Japanese Restaurant,43.69664436996195,-79.39635256109655,Japanese Restaurant
2313,Davisville,43.697936,-79.3972908,Sushi Zone,43.70012283325195,-79.39698028564453,Sushi Restaurant
2314,Davisville,43.697936,-79.3972908,Mariachi's,43.70219956947088,-79.39757693808689,Mexican Restaurant
2315,Davisville,43.697936,-79.3972908,Kramer's Bar & Grill,43.698582127538685,-79.39663071099496,Pub
2316,Davisville,43.697936,-79.3972908,Fionn MacCool's Yonge & Davisville,43.697209607728816,-79.39629145066282,Irish Pub
2317,Davisville,43.697936,-79.3972908,Mr.Sub,43.697671,-79.396099,Restaurant
2318,Davisville,43.697936,-79.3972908,Guardian Pharmacy,43.6979242093101,-79.39655102970718,Pharmacy
2319,Davisville,43.697936,-79.3972908,Tailor Made Cafe,43.69726874305017,-79.39576403042126,Coffee Shop
2320,Davisville,43.697936,-79.3972908,Tim Hortons,43.6986754,-79.3969569,Coffee Shop
2321,Davisville,43.697936,-79.3972908,Fiona Nelson Parkette,43.69938688249057,-79.40023182257725,Park
2322,Davisville,43.697936,-79.3972908,Hokkaido Ramen Santouka,43.702137,-79.3972,Ramen Restaurant
2323,Davisville,43.697936,-79.3972908,Boardsports Canada,43.70077878352891,-79.3971608885076,Sporting Goods Shop
2324,Davisville,43.697936,-79.3972908,Brentwood Convenience Store,43.69508791790569,-79.39757363961901,Convenience Store
2325,Davisville,43.697936,-79.3972908,Belt Line Trail - Yonge to Bathurst,43.69645218701035,-79.40132193775102,Trail
2326,Davisville,43.697936,-79.3972908,Aroma Waxing Clinic,43.701264,-79.397379,Spa
2327,Davisville,43.697936,-79.3972908,Fanfare Flowers,43.701307,-79.397263,Flower Shop
2328,Davisville,43.697936,-79.3972908,L&M Taylor Soccer,43.7014477991147,-79.397308843344,Sporting Goods Shop
2329,Davisville,43.697936,-79.3972908,Petite Marche,43.696976996342926,-79.39254326427856,Café
2330,Davisville,43.697936,-79.3972908,Au Lit Fine Linens,43.702096,-79.397248,Furniture / Home Store
2331,Davisville,43.697936,-79.3972908,Sit Stay Dog Emporium,43.70222506473949,-79.39717140551808,Pet Store
2332,University of Toronto,43.663461999999996,-79.39775965337452,Philosopher's Walk,43.666893747498605,-79.39559698104858,Park
2333,University of Toronto,43.663461999999996,-79.39775965337452,Hart House Theatre,43.66357134217992,-79.3946163990837,Theater
2334,University of Toronto,43.663461999999996,-79.39775965337452,Yasu,43.66283719650635,-79.40321739973975,Japanese Restaurant
2335,University of Toronto,43.663461999999996,-79.39775965337452,Innis Cafe,43.665401003815745,-79.39971478706231,Café
2336,University of Toronto,43.663461999999996,-79.39775965337452,The Dessert Kitchen,43.66282317865166,-79.40274569154498,Dessert Shop
2337,University of Toronto,43.663461999999996,-79.39775965337452,Queen's Park,43.66394609897775,-79.39217952520835,Park
2338,University of Toronto,43.663461999999996,-79.39775965337452,Athletic Centre,43.66248699305214,-79.40065676565847,College Gym
2339,University of Toronto,43.663461999999996,-79.39775965337452,Piano Piano,43.66294872979362,-79.40289804116937,Italian Restaurant
2340,University of Toronto,43.663461999999996,-79.39775965337452,Gyubee,43.66708824997601,-79.4005710246546,Japanese Restaurant
2341,University of Toronto,43.663461999999996,-79.39775965337452,Almond Butterfly,43.66283554072087,-79.40336494731255,Bakery
2342,University of Toronto,43.663461999999996,-79.39775965337452,Sivananda Yoga Centre,43.6627536,-79.4029508,Yoga Studio
2343,University of Toronto,43.663461999999996,-79.39775965337452,Bakka Phoenix Books,43.662958633796144,-79.40260149079198,Bookstore
2344,University of Toronto,43.663461999999996,-79.39775965337452,Coach House Printing,43.66631964001284,-79.40027745050322,Bookstore
2345,University of Toronto,43.663461999999996,-79.39775965337452,Kimpton St. George,43.667367535338556,-79.40062654120706,Hotel
2346,University of Toronto,43.663461999999996,-79.39775965337452,L'Espresso Bar Mercurio,43.667607786430985,-79.39920107639665,Café
2347,University of Toronto,43.663461999999996,-79.39775965337452,Cafe Cancan,43.662735486588865,-79.40344738555669,French Restaurant
2348,University of Toronto,43.663461999999996,-79.39775965337452,Innis Town Hall,43.66541957367295,-79.39954635185894,College Arts Building
2349,University of Toronto,43.663461999999996,-79.39775965337452,The Bata Shoe Museum,43.66741594155602,-79.39996212207879,Museum
2350,University of Toronto,43.663461999999996,-79.39775965337452,FLOCK Rotisserie + Greens,43.66263716795857,-79.4037981720113,Comfort Food Restaurant
2351,University of Toronto,43.663461999999996,-79.39775965337452,Bar Mercurio,43.667428494632084,-79.40032974323994,Restaurant
2352,University of Toronto,43.663461999999996,-79.39775965337452,A & C Games,43.66493880046117,-79.40319438893309,Video Game Store
2353,University of Toronto,43.663461999999996,-79.39775965337452,Second Cup Coffee Co.,43.66535,-79.398376,Café
2354,University of Toronto,43.663461999999996,-79.39775965337452,Chatime,43.667338321102626,-79.4006839362167,Bubble Tea Shop
2355,University of Toronto,43.663461999999996,-79.39775965337452,Hart House Gym,43.66417202442517,-79.39488839857401,Gym
2356,University of Toronto,43.663461999999996,-79.39775965337452,Second Cup,43.66355135916493,-79.40178748741704,Café
2357,University of Toronto,43.663461999999996,-79.39775965337452,River Tai Restaurant,43.66290213,-79.403167,Chinese Restaurant
2358,University of Toronto,43.663461999999996,-79.39775965337452,Red Fish Blue Fish Creative Cafe,43.662826909852434,-79.40281748771667,Café
2359,University of Toronto,43.663461999999996,-79.39775965337452,Daddyo's,43.66462215321565,-79.40268488417684,Italian Restaurant
2360,University of Toronto,43.663461999999996,-79.39775965337452,Charlie's Gallery,43.662809819602124,-79.40382164131282,Bar
2361,University of Toronto,43.663461999999996,-79.39775965337452,Magic Noodle,43.66272766027783,-79.4036022699349,Noodle House
2362,University of Toronto,43.663461999999996,-79.39775965337452,RBC Royal Bank,43.6630905,-79.40258899999999,Bank
2363,Harbord,43.66151215,-79.41439133503991,Sam James Coffee Bar,43.66038644717935,-79.41547598490168,Coffee Shop
2364,Harbord,43.66151215,-79.41439133503991,Hodo Kwaja 호도과자,43.6642403221846,-79.41557903826563,Dessert Shop
2365,Harbord,43.66151215,-79.41439133503991,Bean and Baker Malt Shop,43.6600110782403,-79.41739077887944,Dessert Shop
2366,Harbord,43.66151215,-79.41439133503991,The Good Neighbour,43.66398338946789,-79.41664049314092,Coffee Shop
2367,Harbord,43.66151215,-79.41439133503991,Buk Chang Dong Soon Tofu,43.663841985166,-79.41709282188468,Korean Restaurant
2368,Harbord,43.66151215,-79.41439133503991,Tacos El Asador,43.663751,-79.416954,Taco Place
2369,Harbord,43.66151215,-79.41439133503991,Snakes & Lattes,43.66478921378291,-79.41315049188894,Café
2370,Harbord,43.66151215,-79.41439133503991,Rustle And Still,43.66473385467293,-79.41310970667249,Sandwich Place
2371,Harbord,43.66151215,-79.41439133503991,Coffee Pocket,43.66394931021736,-79.41696001820671,Coffee Shop
2372,Harbord,43.66151215,-79.41439133503991,Just You Sarah & Tom,43.66450137913881,-79.41422966456183,Gift Shop
2373,Harbord,43.66151215,-79.41439133503991,Aroma Wellness Clinic and Spa,43.66483011797359,-79.41272601896088,Spa
2374,Harbord,43.66151215,-79.41439133503991,Sunrise House Korean Restaurant 해뜨는집,43.66418287914217,-79.41574611551155,Korean Restaurant
2375,Harbord,43.66151215,-79.41439133503991,P.A.T. Central Market 한국식품,43.66395515985428,-79.41633962211277,Grocery Store
2376,Harbord,43.66151215,-79.41439133503991,Hanji,43.66456122647888,-79.41400222886392,Paper / Office Supplies Store
2377,Harbord,43.66151215,-79.41439133503991,Hancook,43.6646,-79.41304,Korean Restaurant
2378,Harbord,43.66151215,-79.41439133503991,Put A Cone On It,43.664323,-79.414514,Ice Cream Shop
2379,Harbord,43.66151215,-79.41439133503991,Korean Village Restaurant,43.664497913032065,-79.41436726023312,Korean Restaurant
2380,Harbord,43.66151215,-79.41439133503991,Yummy Korean Restaurant,43.664430691694356,-79.41393731132068,Korean Restaurant
2381,Harbord,43.66151215,-79.41439133503991,Herbs & Nutrition Qi Natural Food,43.665013428045555,-79.41189818065214,Health Food Store
2382,Harbord,43.66151215,-79.41439133503991,The White Brick Kitchen,43.66429959529842,-79.41494748611514,American Restaurant
2383,Harbord,43.66151215,-79.41439133503991,Tofu Village 두부마을 豆腐村,43.663942814604496,-79.4166519368674,Korean Restaurant
2384,Harbord,43.66151215,-79.41439133503991,Bampot,43.661516901580214,-79.4090529984477,Café
2385,Harbord,43.66151215,-79.41439133503991,Basecamp Climbing,43.66397387263951,-79.41646905839723,Rock Climbing Spot
2386,Harbord,43.66151215,-79.41439133503991,Korea House,43.66408075219111,-79.41618113006092,Korean Restaurant
2387,Harbord,43.66151215,-79.41439133503991,Insomnia Restaurant and Lounge,43.665179618013326,-79.41096552569321,Restaurant
2388,Harbord,43.66151215,-79.41439133503991,Apiecalypse Now! Vegan Pizza & Snack Bar,43.66339931062738,-79.41865056753159,Pizza Place
2389,Harbord,43.66151215,-79.41439133503991,Pho 88,43.6649,-79.412861,Vietnamese Restaurant
2390,Harbord,43.66151215,-79.41439133503991,Barrio Coreano,43.664294408144706,-79.4150189533165,Mexican Restaurant
2391,Harbord,43.66151215,-79.41439133503991,Real Fruit Bubble Tea 真果茶坊,43.66420068677,-79.41584970295514,Bubble Tea Shop
2392,Harbord,43.66151215,-79.41439133503991,Los Guacamoles,43.664751,-79.415007,Mexican Restaurant
2393,Harbord,43.66151215,-79.41439133503991,Bloor Fruit Market,43.664209763125186,-79.4160101420053,Grocery Store
2394,Harbord,43.66151215,-79.41439133503991,Doo Roo Ae 두루애,43.66417549354401,-79.4156573724109,Korean Restaurant
2395,Harbord,43.66151215,-79.41439133503991,Bite & Sip - Pretzels & Smoothies,43.6650883880936,-79.41135294600984,Bakery
2396,Harbord,43.66151215,-79.41439133503991,Rakia Bar,43.664658,-79.415322,Eastern European Restaurant
2397,Harbord,43.66151215,-79.41439133503991,Paldo Gangsan 팔도강산,43.66381881598114,-79.41742911751739,Korean Restaurant
2398,Harbord,43.66151215,-79.41439133503991,Suspect Video & Culture,43.66448637874692,-79.412261047236,Video Store
2399,Harbord,43.66151215,-79.41439133503991,Pizza Gigi,43.661848,-79.408287,Pizza Place
2400,Harbord,43.66151215,-79.41439133503991,Freezone Karaoke,43.663595781130006,-79.41815191654537,Karaoke Bar
2401,Harbord,43.66151215,-79.41439133503991,KINTORI YAKITORI,43.664145,-79.4163563,Japanese Restaurant
2402,Harbord,43.66151215,-79.41439133503991,CSI Coffee Pub,43.663197064140164,-79.41058563787672,Coffee Shop
2403,Harbord,43.66151215,-79.41439133503991,Seoul Restaurant 서울분식,43.664542463164395,-79.41407487992696,Korean Restaurant
2404,Harbord,43.66151215,-79.41439133503991,Lim Ga Ne Korean Restaurant 임가네,43.66394504978582,-79.41688239269187,Korean Restaurant
2405,Harbord,43.66151215,-79.41439133503991,KINTON RAMEN,43.66405024207387,-79.41626381334144,Ramen Restaurant
2406,Harbord,43.66151215,-79.41439133503991,Chinese Dumpling House 中华饺子楼,43.66451790083401,-79.41412828715735,Chinese Restaurant
2407,Harbord,43.66151215,-79.41439133503991,Spring Nails,43.66431438008676,-79.41517061947587,Cosmetics Shop
2408,Harbord,43.66151215,-79.41439133503991,George's Deli & BBQ,43.664896832155215,-79.41057358529474,Deli / Bodega
2409,Harbord,43.66151215,-79.41439133503991,Secrets From Your Sister,43.66511508939061,-79.41128045550488,Lingerie Store
